County Matrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Anderson,Bedford,Benton,Bledsoe,Blount,Bradley,Campbell,Cannon,Carroll,Carter,Cheatham,Chester,Claiborne,Clay,Cocke,Coffee,Crockett,Cumberland,Davidson,Decatur,Dekalb,Dickson,Dyer,Fayette,Fentress,Franklin,Gibson,Giles,Grainger,Greene,Grundy,Hamblen,Hamilton,Hancock,Hardeman,Hardin,Hawkins,Haywood,Henderson,Henry,Hickman,Houston,Humphreys,Jackson,Jefferson,Johnson,Knox,Lake,Lauderdale,Lawrence,Lewis,Lincoln,Loudon,Macon,Madison,Marion,Marshall,Maury,McMinn,McNairy,Meigs,Monroe,Montgomery,Moore,Morgan,Obion,Overton,Perry,Pickett,Polk,Putnam,Rhea,Roane,Robertson,Rutherford,Scott,Sequatchie,Sevier,Shelby,Smith,Stewart,Sullivan,Sumner,Tipton,Trousdale,Unicoi,Union,Van Buren,Warren,Washington,Wayne,Weakley,White,Williamson,Wilson
Stewart,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1
Sullivan,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
Sumner,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1
Tipton,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Trousdale,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1
Unicoi,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
Union,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
Van Buren,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
Warren,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
Washington,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
Wayne,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1
Weakley,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
White,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
Williamson,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1
Wilson,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asphalt Mix Matrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Anderson,Bedford,Benton,Bledsoe,Blount,Bradley,Campbell,Cannon,Carroll,Carter,Cheatham,Chester,Claiborne,Clay,Cocke,Coffee,Crockett,Cumberland,Davidson,Decatur,DeKalb,Dickson,Dyer,Fayette,Fentress,Franklin,Gibson,Giles,Grainger,Greene,Grundy,Hamblen,Hamilton,Hancock,Hardeman,Hardin,Hawkins,Haywood,Henderson,Henry,Hickman,Houston,Humphreys,Jackson,Jefferson,Johnson,Knox,Lake,Lauderdale,Lawrence,Lewis,Lincoln,Loudon,McMinn,McNairy,Macon,Madison,Marion,Marshall,Maury,Meigs,Monroe,Montgomery,Moore,Morgan,Obion,Overton,Perry,Pickett,Polk,Putnam,Rhea,Roane,Robertson,Rutherford,Scott,Sequatchie,Sevier,Shelby,Smith,Stewart,Sullivan,Sumner,Tipton,Trousdale,Unicoi,Union,Van Buren,Warren,Washington,Wayne,Weakley,White,Williamson,Wilson
Anderson,1,4,3,2,2,4,3,1,1,2,1,1,4,1,2,2,1,2,9,2,2,5,2,1,2,4,2,2,2,3,1,2,4,1,2,3,1,1,3,2,1,1,1,1,3,2,8,1,1,2,1,2,3,2,2,1,3,2,6,3,1,3,5,1,1,4,2,1,1,1,4,2,2,4,4,2,2,3,7,2,1,4,2,2,1,2,1,1,2,2,1,2,2,3,3
Bedford,4,3,5,4,4,6,5,3,3,4,3,3,6,3,4,4,3,4,11,4,4,7,4,3,4,6,4,4,4,5,3,4,6,3,4,5,3,3,5,4,3,3,3,3,5,4,10,3,3,4,3,4,5,4,4,3,5,4,8,5,3,5,7,3,3,6,4,3,3,3,6,4,4,6,6,4,4,5,9,4,3,6,4,4,3,4,3,3,4,4,3,4,4,5,5
Benton,3,5,2,3,3,5,4,2,2,3,2,2,5,2,3,3,2,3,10,3,3,6,3,2,3,5,3,3,3,4,2,3,5,2,3,4,2,2,4,3,2,2,2,2,4,3,9,2,2,3,2,3,4,3,3,2,4,3,7,4,2,4,6,2,2,5,3,2,2,2,5,3,3,5,5,3,3,4,8,3,2,5,3,3,2,3,2,2,3,3,2,3,3,4,4
Bledsoe,2,4,3,1,2,4,3,1,1,2,1,1,4,1,2,2,1,2,9,2,2,5,2,1,2,4,2,2,2,3,1,2,4,1,2,3,1,1,3,2,1,1,1,1,3,2,8,1,1,2,1,2,3,2,2,1,3,2,6,3,1,3,5,1,1,4,2,1,1,1,4,2,2,4,4,2,2,3,7,2,1,4,2,2,1,2,1,1,2,2,1,2,2,3,3
Blount,2,4,3,2,1,4,3,1,1,2,1,1,4,1,2,2,1,2,9,2,2,5,2,1,2,4,2,2,2,3,1,2,4,1,2,3,1,1,3,2,1,1,1,1,3,2,8,1,1,2,1,2,3,2,2,1,3,2,6,3,1,3,5,1,1,4,2,1,1,1,4,2,2,4,4,2,2,3,7,2,1,4,2,2,1,2,1,1,2,2,1,2,2,3,3
Bradley,4,6,5,4,4,3,5,3,3,4,3,3,6,3,4,4,3,4,11,4,4,7,4,3,4,6,4,4,4,5,3,4,6,3,4,5,3,3,5,4,3,3,3,3,5,4,10,3,3,4,3,4,5,4,4,3,5,4,8,5,3,5,7,3,3,6,4,3,3,3,6,4,4,6,6,4,4,5,9,4,3,6,4,4,3,4,3,3,4,4,3,4,4,5,5
Campbell,3,5,4,3,3,5,2,2,2,3,2,2,5,2,3,3,2,3,10,3,3,6,3,2,3,5,3,3,3,4,2,3,5,2,3,4,2,2,4,3,2,2,2,2,4,3,9,2,2,3,2,3,4,3,3,2,4,3,7,4,2,4,6,2,2,5,3,2,2,2,5,3,3,5,5,3,3,4,8,3,2,5,3,3,2,3,2,2,3,3,2,3,3,4,4
Cannon,1,3,2,1,1,3,2,0,0,1,0,0,3,0,1,1,0,1,8,1,1,4,1,0,1,3,1,1,1,2,0,1,3,0,1,2,0,0,2,1,0,0,0,0,2,1,7,0,0,1,0,1,2,1,1,0,2,1,5,2,0,2,4,0,0,3,1,0,0,0,3,1,1,3,3,1,1,2,6,1,0,3,1,1,0,1,0,0,1,1,0,1,1,2,2
Carroll,1,3,2,1,1,3,2,0,0,1,0,0,3,0,1,1,0,1,8,1,1,4,1,0,1,3,1,1,1,2,0,1,3,0,1,2,0,0,2,1,0,0,0,0,2,1,7,0,0,1,0,1,2,1,1,0,2,1,5,2,0,2,4,0,0,3,1,0,0,0,3,1,1,3,3,1,1,2,6,1,0,3,1,1,0,1,0,0,1,1,0,1,1,2,2
Carter,2,4,3,2,2,4,3,1,1,1,1,1,4,1,2,2,1,2,9,2,2,5,2,1,2,4,2,2,2,3,1,2,4,1,2,3,1,1,3,2,1,1,1,1,3,2,8,1,1,2,1,2,3,2,2,1,3,2,6,3,1,3,5,1,1,4,2,1,1,1,4,2,2,4,4,2,2,3,7,2,1,4,2,2,1,2,1,1,2,2,1,2,2,3,3
Cheatham,1,3,2,1,1,3,2,0,0,1,0,0,3,0,1,1,0,1,8,1,1,4,1,0,1,3,1,1,1,2,0,1,3,0,1,2,0,0,2,1,0,0,0,0,2,1,7,0,0,1,0,1,2,1,1,0,2,1,5,2,0,2,4,0,0,3,1,0,0,0,3,1,1,3,3,1,1,2,6,1,0,3,1,1,0,1,0,0,1,1,0,1,1,2,2
Chester,1,3,2,1,1,3,2,0,0,1,0,0,3,0,1,1,0,1,8,1,1,4,1,0,1,3,1,1,1,2,0,1,3,0,1,2,0,0,2,1,0,0,0,0,2,1,7,0,0,1,0,1,2,1,1,0,2,1,5,2,0,2,4,0,0,3,1,0,0,0,3,1,1,3,3,1,1,2,6,1,0,3,1,1,0,1,0,0,1,1,0,1,1,2,2
Claiborne,4,6,5,4,4,6,5,3,3,4,3,3,3,3,4,4,3,4,11,4,4,7,4,3,4,6,4,4,4,5,3,4,6,3,4,5,3,3,5,4,3,3,3,3,5,4,10,3,3,4,3,4,5,4,4,3,5,4,8,5,3,5,7,3,3,6,4,3,3,3,6,4,4,6,6,4,4,5,9,4,3,6,4,4,3,4,3,3,4,4,3,4,4,5,5
Clay,1,3,2,1,1,3,2,0,0,1,0,0,3,0,1,1,0,1,8,1,1,4,1,0,1,3,1,1,1,2,0,1,3,0,1,2,0,0,2,1,0,0,0,0,2,1,7,0,0,1,0,1,2,1,1,0,2,1,5,2,0,2,4,0,0,3,1,0,0,0,3,1,1,3,3,1,1,2,6,1,0,3,1,1,0,1,0,0,1,1,0,1,1,2,2
Cocke,2,4,3,2,2,4,3,1,1,2,1,1,4,1,1,2,1,2,9,2,2,5,2,1,2,4,2,2,2,3,1,2,4,1,2,3,1,1,3,2,1,1,1,1,3,2,8,1,1,2,1,2,3,2,2,1,3,2,6,3,1,3,5,1,1,4,2,1,1,1,4,2,2,4,4,2,2,3,7,2,1,4,2,2,1,2,1,1,2,2,1,2,2,3,3
Coffee,2,4,3,2,2,4,3,1,1,2,1,1,4,1,2,1,1,2,9,2,2,5,2,1,2,4,2,2,2,3,1,2,4,1,2,3,1,1,3,2,1,1,1,1,3,2,8,1,1,2,1,2,3,2,2,1,3,2,6,3,1,3,5,1,1,4,2,1,1,1,4,2,2,4,4,2,2,3,7,2,1,4,2,2,1,2,1,1,2,2,1,2,2,3,3
Crockett,1,3,2,1,1,3,2,0,0,1,0,0,3,0,1,1,0,1,8,1,1,4,1,0,1,3,1,1,1,2,0,1,3,0,1,2,0,0,2,1,0,0,0,0,2,1,7,0,0,1,0,1,2,1,1,0,2,1,5,2,0,2,4,0,0,3,1,0,0,0,3,1,1,3,3,1,1,2,6,1,0,3,1,1,0,1,0,0,1,1,0,1,1,2,2
Cumberland,2,4,3,2,2,4,3,1,1,2,1,1,4,1,2,2,1,1,9,2,2,5,2,1,2,4,2,2,2,3,1,2,4,1,2,3,1,1,3,2,1,1,1,1,3,2,8,1,1,2,1,2,3,2,2,1,3,2,6,3,1,3,5,1,1,4,2,1,1,1,4,2,2,4,4,2,2,3,7,2,1,4,2,2,1,2,1,1,2,2,1,2,2,3,3
Davidson,9,11,10,9,9,11,10,8,8,9,8,8,11,8,9,9,8,9,8,9,9,12,9,8,9,11,9,9,9,10,8,9,11,8,9,10,8,8,10,9,8,8,8,8,10,9,15,8,8,9,8,9,10,9,9,8,10,9,13,10,8,10,12,8,8,11,9,8,8,8,11,9,9,11,11,9,9,10,14,9,8,11,9,9,8,9,8,8,9,9,8,9,9,10,10
Decatur,2,4,3,2,2,4,3,1,1,2,1,1,4,1,2,2,1,2,9,1,2,5,2,1,2,4,2,2,2,3,1,2,4,1,2,3,1,1,3,2,1,1,1,1,3,2,8,1,1,2,1,2,3,2,2,1,3,2,6,3,1,3,5,1,1,4,2,1,1,1,4,2,2,4,4,2,2,3,7,2,1,4,2,2,1,2,1,1,2,2,1,2,2,3,3
DeKalb,2,4,3,2,2,4,3,1,1,2,1,1,4,1,2,2,1,2,9,2,1,5,2,1,2,4,2,2,2,3,1,2,4,1,2,3,1,1,3,2,1,1,1,1,3,2,8,1,1,2,1,2,3,2,2,1,3,2,6,3,1,3,5,1,1,4,2,1,1,1,4,2,2,4,4,2,2,3,7,2,1,4,2,2,1,2,1,1,2,2,1,2,2,3,3
Dickson,5,7,6,5,5,7,6,4,4,5,4,4,7,4,5,5,4,5,12,5,5,4,5,4,5,7,5,5,5,6,4,5,7,4,5,6,4,4,6,5,4,4,4,4,6,5,11,4,4,5,4,5,6,5,5,4,6,5,9,6,4,6,8,4,4,7,5,4,4,4,7,5,5,7,7,5,5,6,10,5,4,7,5,5,4,5,4,4,5,5,4,5,5,6,6
Dyer,2,4,3,2,2,4,3,1,1,2,1,1,4,1,2,2,1,2,9,2,2,5,1,1,2,4,2,2,2,3,1,2,4,1,2,3,1,1,3,2,1,1,1,1,3,2,8,1,1,2,1,2,3,2,2,1,3,2,6,3,1,3,5,1,1,4,2,1,1,1,4,2,2,4,4,2,2,3,7,2,1,4,2,2,1,2,1,1,2,2,1,2,2,3,3
Fayette,1,3,2,1,1,3,2,0,0,1,0,0,3,0,1,1,0,1,8,1,1,4,1,0,1,3,1,1,1,2,0,1,3,0,1,2,0,0,2,1,0,0,0,0,2,1,7,0,0,1,0,1,2,1,1,0,2,1,5,2,0,2,4,0,0,3,1,0,0,0,3,1,1,3,3,1,1,2,6,1,0,3,1,1,0,1,0,0,1,1,0,1,1,2,2
Fentress,2,4,3,2,2,4,3,1,1,2,1,1,4,1,2,2,1,2,9,2,2,5,2,1,1,4,2,2,2,3,1,2,4,1,2,3,1,1,3,2,1,1,1,1,3,2,8,1,1,2,1,2,3,2,2,1,3,2,6,3,1,3,5,1,1,4,2,1,1,1,4,2,2,4,4,2,2,3,7,2,1,4,2,2,1,2,1,1,2,2,1,2,2,3,3
Franklin,4,6,5,4,4,6,5,3,3,4,3,3,6,3,4,4,3,4,11,4,4,7,4,3,4,3,4,4,4,5,3,4,6,3,4,5,3,3,5,4,3,3,3,3,5,4,10,3,3,4,3,4,5,4,4,3,5,4,8,5,3,5,7,3,3,6,4,3,3,3,6,4,4,6,6,4,4,5,9,4,3,6,4,4,3,4,3,3,4,4,3,4,4,5,5
Gibson,2,4,3,2,2,4,3,1,1,2,1,1,4,1,2,2,1,2,9,2,2,5,2,1,2,4,1,2,2,3,1,2,4,1,2,3,1,1,3,2,1,1,1,1,3,2,8,1,1,2,1,2,3,2,2,1,3,2,6,3,1,3,5,1,1,4,2,1,1,1,4,2,2,4,4,2,2,3,7,2,1,4,2,2,1,2,1,1,2,2,1,2,2,3,3
Giles,2,4,3,2,2,4,3,1,1,2,1,1,4,1,2,2,1,2,9,2,2,5,2,1,2,4,2,1,2,3,1,2,4,1,2,3,1,1,3,2,1,1,1,1,3,2,8,1,1,2,1,2,3,2,2,1,3,2,6,3,1,3,5,1,1,4,2,1,1,1,4,2,2,4,4,2,2,3,7,2,1,4,2,2,1,2,1,1,2,2,1,2,2,3,3
Grainger,2,4,3,2,2,4,3,1,1,2,1,1,4,1,2,2,1,2,9,2,2,5,2,1,2,4,2,2,1,3,1,2,4,1,2,3,1,1,3,2,1,1,1,1,3,2,8,1,1,2,1,2,3,2,2,1,3,2,6,3,1,3,5,1,1,4,2,1,1,1,4,2,2,4,4,2,2,3,7,2,1,4,2,2,1,2,1,1,2,2,1,2,2,3,3
Greene,3,5,4,3,3,5,4,2,2,3,2,2,5,2,3,3,2,3,10,3,3,6,3,2,3,5,3,3,3,2,2,3,5,2,3,4,2,2,4,3,2,2,2,2,4,3,9,2,2,3,2,3,4,3,3,2,4,3,7,4,2,4,6,2,2,5,3,2,2,2,5,3,3,5,5,3,3,4,8,3,2,5,3,3,2,3,2,2,3,3,2,3,3,4,4
Grundy,1,3,2,1,1,3,2,0,0,1,0,0,3,0,1,1,0,1,8,1,1,4,1,0,1,3,1,1,1,2,0,1,3,0,1,2,0,0,2,1,0,0,0,0,2,1,7,0,0,1,0,1,2,1,1,0,2,1,5,2,0,2,4,0,0,3,1,0,0,0,3,1,1,3,3,1,1,2,6,1,0,3,1,1,0,1,0,0,1,1,0,1,1,2,2
Hamblen,2,4,3,2,2,4,3,1,1,2,1,1,4,1,2,2,1,2,9,2,2,5,2,1,2,4,2,2,2,3,1,1,4,1,2,3,1,1,3,2,1,1,1,1,3,2,8,1,1,2,1,2,3,2,2,1,3,2,6,3,1,3,5,1,1,4,2,1,1,1,4,2,2,4,4,2,2,3,7,2,1,4,2,2,1,2,1,1,2,2,1,2,2,3,3
Hamilton,4,6,5,4,4,6,5,3,3,4,3,3,6,3,4,4,3,4,11,4,4,7,4,3,4,6,4,4,4,5,3,4,3,3,4,5,3,3,5,4,3,3,3,3,5,4,10,3,3,4,3,4,5,4,4,3,5,4,8,5,3,5,7,3,3,6,4,3,3,3,6,4,4,6,6,4,4,5,9,4,3,6,4,4,3,4,3,3,4,4,3,4,4,5,5
Hancock,1,3,2,1,1,3,2,0,0,1,0,0,3,0,1,1,0,1,8,1,1,4,1,0,1,3,1,1,1,2,0,1,3,0,1,2,0,0,2,1,0,0,0,0,2,1,7,0,0,1,0,1,2,1,1,0,2,1,5,2,0,2,4,0,0,3,1,0,0,0,3,1,1,3,3,1,1,2,6,1,0,3,1,1,0,1,0,0,1,1,0,1,1,2,2
Hardeman,2,4,3,2,2,4,3,1,1,2,1,1,4,1,2,2,1,2,9,2,2,5,2,1,2,4,2,2,2,3,1,2,4,1,1,3,1,1,3,2,1,1,1,1,3,2,8,1,1,2,1,2,3,2,2,1,3,2,6,3,1,3,5,1,1,4,2,1,1,1,4,2,2,4,4,2,2,3,7,2,1,4,2,2,1,2,1,1,2,2,1,2,2,3,3
Hardin,3,5,4,3,3,5,4,2,2,3,2,2,5,2,3,3,2,3,10,3,3,6,3,2,3,5,3,3,3,4,2,3,5,2,3,2,2,2,4,3,2,2,2,2,4,3,9,2,2,3,2,3,4,3,3,2,4,3,7,4,2,4,6,2,2,5,3,2,2,2,5,3,3,5,5,3,3,4,8,3,2,5,3,3,2,3,2,2,3,3,2,3,3,4,4
Hawkins,1,3,2,1,1,3,2,0,0,1,0,0,3,0,1,1,0,1,8,1,1,4,1,0,1,3,1,1,1,2,0,1,3,0,1,2,0,0,2,1,0,0,0,0,2,1,7,0,0,1,0,1,2,1,1,0,2,1,5,2,0,2,4,0,0,3,1,0,0,0,3,1,1,3,3,1,1,2,6,1,0,3,1,1,0,1,0,0,1,1,0,1,1,2,2
Haywood,1,3,2,1,1,3,2,0,0,1,0,0,3,0,1,1,0,1,8,1,1,4,1,0,1,3,1,1,1,2,0,1,3,0,1,2,0,0,2,1,0,0,0,0,2,1,7,0,0,1,0,1,2,1,1,0,2,1,5,2,0,2,4,0,0,3,1,0,0,0,3,1,1,3,3,1,1,2,6,1,0,3,1,1,0,1,0,0,1,1,0,1,1,2,2
Henderson,3,5,4,3,3,5,4,2,2,3,2,2,5,2,3,3,2,3,10,3,3,6,3,2,3,5,3,3,3,4,2,3,5,2,3,4,2,2,2,3,2,2,2,2,4,3,9,2,2,3,2,3,4,3,3,2,4,3,7,4,2,4,6,2,2,5,3,2,2,2,5,3,3,5,5,3,3,4,8,3,2,5,3,3,2,3,2,2,3,3,2,3,3,4,4
Henry,2,4,3,2,2,4,3,1,1,2,1,1,4,1,2,2,1,2,9,2,2,5,2,1,2,4,2,2,2,3,1,2,4,1,2,3,1,1,3,1,1,1,1,1,3,2,8,1,1,2,1,2,3,2,2,1,3,2,6,3,1,3,5,1,1,4,2,1,1,1,4,2,2,4,4,2,2,3,7,2,1,4,2,2,1,2,1,1,2,2,1,2,2,3,3
Hickman,1,3,2,1,1,3,2,0,0,1,0,0,3,0,1,1,0,1,8,1,1,4,1,0,1,3,1,1,1,2,0,1,3,0,1,2,0,0,2,1,0,0,0,0,2,1,7,0,0,1,0,1,2,1,1,0,2,1,5,2,0,2,4,0,0,3,1,0,0,0,3,1,1,3,3,1,1,2,6,1,0,3,1,1,0,1,0,0,1,1,0,1,1,2,2
Houston,1,3,2,1,1,3,2,0,0,1,0,0,3,0,1,1,0,1,8,1,1,4,1,0,1,3,1,1,1,2,0,1,3,0,1,2,0,0,2,1,0,0,0,0,2,1,7,0,0,1,0,1,2,1,1,0,2,1,5,2,0,2,4,0,0,3,1,0,0,0,3,1,1,3,3,1,1,2,6,1,0,3,1,1,0,1,0,0,1,1,0,1,1,2,2
Humphreys,1,3,2,1,1,3,2,0,0,1,0,0,3,0,1,1,0,1,8,1,1,4,1,0,1,3,1,1,1,2,0,1,3,0,1,2,0,0,2,1,0,0,0,0,2,1,7,0,0,1,0,1,2,1,1,0,2,1,5,2,0,2,4,0,0,3,1,0,0,0,3,1,1,3,3,1,1,2,6,1,0,3,1,1,0,1,0,0,1,1,0,1,1,2,2
Jackson,1,3,2,1,1,3,2,0,0,1,0,0,3,0,1,1,0,1,8,1,1,4,1,0,1,3,1,1,1,2,0,1,3,0,1,2,0,0,2,1,0,0,0,0,2,1,7,0,0,1,0,1,2,1,1,0,2,1,5,2,0,2,4,0,0,3,1,0,0,0,3,1,1,3,3,1,1,2,6,1,0,3,1,1,0,1,0,0,1,1,0,1,1,2,2
Jefferson,3,5,4,3,3,5,4,2,2,3,2,2,5,2,3,3,2,3,10,3,3,6,3,2,3,5,3,3,3,4,2,3,5,2,3,4,2,2,4,3,2,2,2,2,2,3,9,2,2,3,2,3,4,3,3,2,4,3,7,4,2,4,6,2,2,5,3,2,2,2,5,3,3,5,5,3,3,4,8,3,2,5,3,3,2,3,2,2,3,3,2,3,3,4,4
Johnson,2,4,3,2,2,4,3,1,1,2,1,1,4,1,2,2,1,2,9,2,2,5,2,1,2,4,2,2,2,3,1,2,4,1,2,3,1,1,3,2,1,1,1,1,3,1,8,1,1,2,1,2,3,2,2,1,3,2,6,3,1,3,5,1,1,4,2,1,1,1,4,2,2,4,4,2,2,3,7,2,1,4,2,2,1,2,1,1,2,2,1,2,2,3,3
Knox,8,10,9,8,8,10,9,7,7,8,7,7,10,7,8,8,7,8,15,8,8,11,8,7,8,10,8,8,8,9,7,8,10,7,8,9,7,7,9,8,7,7,7,7,9,8,7,7,7,8,7,8,9,8,8,7,9,8,12,9,7,9,11,7,7,10,8,7,7,7,10,8,8,10,10,8,8,9,13,8,7,10,8,8,7,8,7,7,8,8,7,8,8,9,9
Lake,1,3,2,1,1,3,2,0,0,1,0,0,3,0,1,1,0,1,8,1,1,4,1,0,1,3,1,1,1,2,0,1,3,0,1,2,0,0,2,1,0,0,0,0,2,1,7,0,0,1,0,1,2,1,1,0,2,1,5,2,0,2,4,0,0,3,1,0,0,0,3,1,1,3,3,1,1,2,6,1,0,3,1,1,0,1,0,0,1,1,0,1,1,2,2
